StreetNumber,StreetName,City,StateOrProvince,CountyOrParish,PostalCode,ClosePrice,ElementarySchool,MiddleSchool,HighSchool,SubdComplex,Stories,UpperBedrooms,UpperFullBaths,UpperHalfBaths,MainBedrooms,MainFullBaths,MainHalfBaths,LowerBedrooms,LowerFullBaths,LowerHalfBaths,ParkingDesc,BasementDesc,FireplacesNum,PoolonProperty,YearBuilt,Exterior,SqFtTotal,AssociationFee,CloseDate,CDOM
1672,Dekalb,Atlanta,Georgia,Dekalb,30307,476800,Lin,Inman,Grady,Views at Clifton,,1,1,0,1,1,1,1,1,0,2 Car Garage,,0,,2015,"Deck, Irrigation System, Prof Landscaping, Other",2025,165,7/1/2016,1
265,Casson,Atlanta,Georgia,Dekalb,30307,476000,Lin,Inman,Grady,Lake Claire,2 Stories,3,2,0,0,0,1,0,0,0,2 Car Garage,Crawl Space,2,None,1996,"1-2 Step Entry, Fenced Yard, Front Porch, Out-Buildings, Patio",2226,0,9/28/2015,13
466,Candler,Atlanta,Georgia,Dekalb,30307,475000,Lin,Inman,Grady,Candler Park,1 Story,0,0,0,3,2,0,1,1,0,Street,"Bath, Exterior Entry, Finished, Interior Entry",4,None,1910,"Deck, Fenced Yard, Front Porch",2250,,4/30/2012,39
2066,Palifox,Atlanta,Georgia,Dekalb,30307,475000,Lin,Inman,Grady,Lake Claire,1 & 1/2 Stories,1,1,0,2,1,0,0,0,0,Driveway,"Interior Entry, Partial",1,None,1935,"Fenced Yard, Front Porch, Garden Area, Out-Buildings, Patio",1604,0,3/21/2014,126
581,Clifton,Atlanta,Georgia,Dekalb,30307,474900,Lin,Inman,Grady,Candler Park,1 & 1/2 Stories,1,1,0,2,1,0,0,0,0,"Driveway, Kitchen Level, Parking Pad, Side/Rear Entry",Partial,1,None,1927,"Deck, Front Porch, Garden Area, Out-Buildings",1963,0,6/3/2013,9
1672,Dekalb,Atlanta,Georgia,Dekalb,30307,473000,Lin,Inman,Grady,Views at Clifton,,1,1,0,1,1,1,1,1,0,2 Car Garage,,0,,2015,"Deck, Irrigation System, Prof Landscaping, Other",2025,165,7/15/2016,75
465,Claire,Atlanta,Georgia,Dekalb,30307,469900,Lin,Inman,Grady,Lake Claire,1 Story,0,0,0,3,2,0,0,0,0,"1 Car Garage, Auto Garage Door, Detached, Driveway",Interior Entry,1,None,1930,"Fenced Yard, Front Porch, Garden Area, Patio, Prof Landscaping",1782,,9/28/2012,4
439,Sutherland,Atlanta,Georgia,Dekalb,30307,469000,Lin,Inman,Grady,Sutherland Place,2 Stories,3,3,0,0,0,1,0,0,0,"2 Car Garage, Auto Garage Door, Detached, Kitchen Level",Slab/None,2,None,2003,"Garden Area, Patio",0,1200,12/19/2012,241
353,OAKDALE,Atlanta,Georgia,Dekalb,30307,468000,Lin,Inman,Grady,CANDLER PARK,1 Story,0,0,0,3,2,0,0,0,0,"Detached, Driveway",Crawl Space,2,None,1910,"Deck, Fenced Yard, Front Porch, Garden Area, Prof Landscaping",1868,0,3/16/2012,113
294,Nelms,Atlanta,Georgia,Dekalb,30307,468000,Lin,Inman,Grady,Candler Park,1 & 1/2 Stories,0,0,0,3,2,0,0,1,0,Driveway,"Exterior Entry, Finished, Full",0,None,1920,"Deck, Fenced Yard, Front Porch, Prof Landscaping",1274,0,1/26/2016,44
325,Brooks,Atlanta,Georgia,Dekalb,30307,467500,Lin,Inman,Grady,Candler Park Lake Claire,1 Story,0,0,0,3,2,0,0,0,0,Driveway,Crawl Space,4,None,1925,"Deck, Fenced Yard, Front Porch, Out-Buildings",1903,0,9/30/2014,4
635,Harold,Atlanta,Georgia,Dekalb,30307,466500,Lin,Inman,Grady,Lake Claire,2 Stories,3,2,0,0,0,1,0,0,0,"Driveway, Parking Pad",Slab/None,1,None,1993,"Fenced Yard, Front Porch, Patio",1961,0,7/25/2013,3
1307,AXIS,Atlanta,Georgia,Dekalb,30307,466500,Lin,Inman,Grady,Axis,,2,2,0,0,0,1,1,1,0,Auto Garage Door,Slab/None,0,,2014,"1-2 Step Entry, Cov/Enclosed Porch, Deck, Prof Landscaping",2310,200,2/26/2016,132
361,Nelms,Atlanta,Georgia,Dekalb,30307,466500,Lin,Inman,Grady,Lake Claire,1 Story,0,0,0,3,2,0,0,0,0,Driveway,Crawl Space,1,None,1924,"Deck, Fenced Yard",0,0,4/21/2016,13
452,Euclid,Atlanta,Georgia,Dekalb,30307,465500,Lin,Inman,Grady,Candler Park,1 & 1/2 Stories,1,1,0,2,2,0,0,0,0,"1 Car Carport, Driveway, Street","Exterior Entry, Interior Entry, Partial",1,None,1920,"Deck, Fenced Yard, Garden Area, Irrigation System, Patio, Prof Landscaping",2500,0,6/29/2012,21
475,Candler,Atlanta,Georgia,Dekalb,30307,465000,Lin,Inman,Grady,Candler Park,1 & 1/2 Stories,2,1,0,2,2,0,0,0,0,"Driveway, Parking Pad",Crawl Space,4,None,1920,"Front Porch, Garden Area, Patio",2400,0,4/29/2013,76
320,Josephine,Atlanta,Georgia,Dekalb,30307,465000,Lin,Inman,Grady,Candler Park,2 Stories,1,1,0,2,2,0,0,0,0,"Driveway, Parking Pad",Slab/None,2,None,1910,"Front Porch, Garden Area",2300,0,6/30/2015,8
2077,McLendon,Atlanta,Georgia,Dekalb,30307,465000,Lin,Inman,Grady,Lake Claire,1 & 1/2 Stories,1,1,0,2,1,0,0,0,0,"1 Car Garage, Drive Under Main Level, Driveway, Storage Room","Exterior Entry, Full, Interior Entry, Driveway Access",1,None,1940,"Deck, Fenced Yard, Garden Area",1729,0,8/7/2015,7
346,Clifton,Atlanta,Georgia,Dekalb,30307,465000,Lin,Inman,Grady,Candler Park,1 Story,0,0,0,3,2,0,0,0,0,Parking Pad,Crawl Space,1,None,1928,"Front Porch, Garden Area, Prof Landscaping, Patio",1295,0,6/20/2016,2
1315,Axis,Atlanta,Georgia,Dekalb,30307,464900,Lin,Inman,Grady,Axis Townhomes,,2,2,0,0,0,1,1,1,0,"2 Car Garage, Auto Garage Door",Slab/None,0,,2014,"1-2 Step Entry, Cov/Enclosed Porch, Deck",2310,200,5/27/2015,278
1305,Axis,Atlanta,Georgia,Dekalb,30307,464900,Lin,Inman,Grady,Axis Townhomes,,2,2,0,0,0,1,1,1,0,"2 Car Garage, Auto Garage Door",Slab/None,0,,2015,"Cov/Enclosed Porch, Deck, 1-2 Step Entry",2310,200,3/20/2015,9
310,Nelms,Atlanta,Georgia,Dekalb,30307,463000,Lin,Inman,Grady,Candler Park,2 Stories,3,2,0,1,1,1,0,0,0,Driveway,"Crawl Space, Exterior Entry, Full",1,None,2014,"Deck, Front Porch, 1-2 Step Entry",2300,0,12/31/2015,187
317,Sutherland,Atlanta,Georgia,Dekalb,30307,460000,Lin,Inman,Grady,Sutherland Place,2 Stories,4,3,0,0,0,1,0,0,0,2 Car Garage,Slab/None,1,None,2003,"Fenced Yard, Front Porch, Patio",2766,0,6/29/2012,58
434,Sterling,Atlanta,Georgia,Dekalb,30307,460000,Lin,Inman,Grady,None,2 Stories,3,1,0,2,2,0,0,0,0,"2 Car Garage, Detached, Driveway, Kitchen Level",Slab/None,1,None,1920,"Deck, Fenced Yard, Garden Area, Other, Patio, Pool Screened/Enclosed",3468,0,3/31/2014,36
395,Callan,Atlanta,Georgia,Dekalb,30307,460000,Lin,Inman,Grady,Candler Park,2 Stories,1,1,0,2,1,0,0,0,0,"1 Car Garage, Detached","Partial, Unfinished",0,None,1940,"Deck, Fenced Yard",1626,0,9/18/2014,11
1209,Euclid,Atlanta,Georgia,Dekalb,30307,460000,Lin,Inman,Grady,Candler Park,1 Story,0,0,0,3,2,0,0,0,0,"1 Car Garage, Detached, Driveway, Parking Pad","Interior Entry, Partial",1,None,1910,"Deck, Fenced Yard, Front Porch",1613,0,1/16/2015,6
289,Candler,Atlanta,Georgia,Dekalb,30307,460000,Lin,Inman,Grady,CANDLER PARK,1 & 1/2 Stories,0,0,0,3,2,0,0,0,0,"Parking Pad, Side/Rear Entry","Crawl Space, Daylight, Exterior Entry, Interior Entry, Partial, Driveway Access",0,None,1910,Wrap-Around Porch,2569,0,11/6/2015,7
307,Oakdale,Atlanta,Georgia,Dekalb,30307,459900,Lin,Inman,Grady,Candler Park,1 Story,0,0,0,3,2,0,0,0,0,"Driveway, Kitchen Level",Crawl Space,4,None,1900,"Fenced Yard, Front Porch, Garden Area",1708,0,5/27/2014,12
592,CLIFTON,Atlanta,Georgia,Dekalb,30307,459000,Lin,Inman,Grady,CANDLER PARK,1 Story,0,0,0,3,2,0,0,0,0,"Driveway, Side/Rear Entry","Daylight, Exterior Entry, Interior Entry",0,None,1927,"1-2 Step Entry, Front Porch, Patio",1371,0,4/30/2013,1
320,Ferguson,Atlanta,Georgia,Dekalb,30307,459000,Lin,Inman,Grady,Candler Park,1 Story,0,0,0,3,2,0,0,0,0,"1-2 Step Entry, Parking Pad, Street",Crawl Space,4,None,1900,"1-2 Step Entry, Fenced Yard, Front Porch, Garden Area, Out-Buildings, Patio",1588,,4/11/2014,3
300,JOSEPHINE,Atlanta,Georgia,Dekalb,30307,459000,Lin,Inman,Grady,CANDLER PARK,2 Stories,1,1,0,2,1,0,0,0,0,"1-2 Step Entry, Kitchen Level, Parking Pad",Crawl Space,0,None,1910,"1-2 Step Entry, Deck, Fenced Yard, Front Porch, Garden Area, Out-Buildings",1884,0,9/10/2014,15
292,Candler,Atlanta,Georgia,Dekalb,30307,459000,Lin,Inman,Grady,Candler Park,2 Stories,3,2,0,0,0,1,0,0,0,"Driveway, Kitchen Level",Crawl Space,1,None,1996,"Fenced Yard, Front Porch, Out-Buildings",1692,0,12/15/2014,49
286,Elmira,Atlanta,Georgia,Dekalb,30307,459000,Lin,Inman,Grady,Candler Park,1 & 1/2 Stories,1,1,0,2,1,0,0,0,0,"Detached, Driveway, Kitchen Level","Crawl Space, Exterior Entry, Interior Entry, Partial",1,None,1935,"Deck, Fenced Yard, Front Porch",2107,0,11/25/2015,109
1672,Dekalb,Atlanta,Georgia,Dekalb,30307,458490,Lin,Inman,Grady,Views at Clifton,,1,1,0,1,1,1,1,1,0,2 Car Garage,,0,,2015,"Deck, Irrigation System, Prof Landscaping, Other",2025,165,6/30/2016,68
496,Lakeshore,Atlanta,Georgia,Dekalb,30307,458000,Lin,Inman,Grady,Lake Claire,1 & 1/2 Stories,0,0,0,3,2,0,0,0,0,"Driveway, Parking Pad, Side/Rear Entry","Daylight, Driveway Access, Exterior Entry, Finished, Full, Interior Entry",1,None,1926,"1-2 Step Entry, Garden Area, Patio",1612,0,5/9/2014,3
283,Candler,Atlanta,Georgia,Dekalb,30307,458000,Lin,Inman,Grady,Candler Park,1 Story,0,0,0,3,2,0,0,0,0,Driveway,Crawl Space,4,None,1910,"Deck, Fenced Yard, Out-Buildings",1829,0,7/31/2014,5
1672,Dekalb,Atlanta,Georgia,Dekalb,30307,457678,Lin,Inman,Grady,Views at Clifton,,1,1,0,1,1,1,1,1,0,2 Car Garage,,0,,2015,"Deck, Irrigation System, Prof Landscaping, Other",2450,165,6/22/2016,0
492,Clifton,Atlanta,Georgia,Dekalb,30307,457000,Lin,Inman,Grady,None,2 Stories,0,0,0,3,2,0,0,0,0,Parking Pad,"Daylight, Finished, Interior Entry",1,None,1920,"1-2 Step Entry, Fenced Yard, Front Porch, Garden Area",2752,0,2/19/2013,3
255,Southerland,Atlanta,Georgia,Dekalb,30307,457000,Lin,Inman,Grady,Sutherland Corner,,3,3,0,0,0,1,1,1,0,"1 Car Garage, 1 Unassigned",,1,,2013,"Deck, Patio, Yard",2637,200,6/12/2015,46
1256,EUCLID,Atlanta,Georgia,Dekalb,30307,456500,Lin,Inman,Grady,CANDLER PARK,1 & 1/2 Stories,0,0,0,3,2,0,0,0,0,"1 Car Garage, Detached, Driveway, Side/Rear Entry","Daylight, Finished, Interior Entry, Partial",1,None,1910,"Deck, Fenced Yard, Garden Area",1884,0,7/23/2012,2
1788,Delaware,Atlanta,Georgia,Dekalb,30307,455000,Lin,Inman,Grady,Lake Claire,2 Stories,2,2,0,2,1,0,0,0,0,"Driveway, Parking Pad",Crawl Space,1,None,1945,"Deck, Garden Area",0,0,4/26/2012,232
1517,MCLENDON,Atlanta,Georgia,Dekalb,30307,455000,Lin,Inman,Grady,CANDLER PARK,1 & 1/2 Stories,1,1,0,3,2,0,0,0,0,"Detached, Driveway",Crawl Space,0,None,1914,"Fenced Yard, Garden Area",2016,0,9/7/2012,167
348,Sterling,Atlanta,Georgia,Dekalb,30307,455000,Lin,Inman,Grady,Candler Park,1 Story,0,0,0,3,2,0,0,0,0,"Driveway, Parking Pad",Crawl Space,4,None,1920,Patio,0,0,5/9/2013,52
1370,Iverson,Atlanta,Georgia,Dekalb,30307,455000,Lin,Inman,Grady,Candler Park,2 Or + Stories,3,2,0,0,0,1,0,0,0,"2 Car Garage, Attached, Auto Garage Door, Kitchen Level","Finished, Interior Entry, Partial",1,In Ground,1987,"Fenced Yard, Front Porch, Hot Tub/Spa",3144,0,7/28/2013,92
1262,Euclid,Atlanta,Georgia,Dekalb,30307,455000,Lin,Inman,Grady,Candler Park,2 Or + Stories,1,0,0,2,1,0,1,1,0,"2 Car Garage, Detached, Side/Rear Entry","Bath, Daylight, Exterior Entry, Finished, Interior Entry",2,None,1922,"Carriage House, Deck, Fenced Yard, Front Porch, Garden Area, Patio, Prof Landscaping",2623,0,12/2/2014,188
2003,McLendon,Atlanta,Georgia,Dekalb,30307,455000,Lin,Inman,Grady,LakeClaire  Kirkwood Heights,1 & 1/2 Stories,1,0,0,2,1,0,0,0,0,"1 Car Garage, Attached, Auto Garage Door",Daylight,1,None,1938,"Fenced Yard, Garden Area",1769,20,9/8/2015,65
336,Josephine,Atlanta,Georgia,Dekalb,30307,455000,Lin,Inman,Grady,Candler Park,1 Story,0,0,0,3,2,1,0,0,0,"Driveway, Side/Rear Entry",Crawl Space,1,None,1910,"1-2 Step Entry, Deck, Front Porch, Patio",1666,0,9/11/2015,2
258,Josephine,Atlanta,Georgia,Dekalb,30307,455000,Lin,Inman,Grady,Candler Park,1 Story,0,0,0,3,2,0,0,0,0,"1 Car Garage, Driveway, Side/Rear Entry, Street",Crawl Space,1,None,1920,"Fenced Yard, Front Porch, Prof Landscaping, Patio",1316,0,7/18/2016,4
1311,Axis,Atlanta,Georgia,Dekalb,30307,454900,Lin,Inman,Grady,Axis Townhomes,,2,2,0,0,0,1,1,1,0,"2 Car Garage, Auto Garage Door",Slab/None,0,,2014,"1-2 Step Entry, Cov/Enclosed Porch, Deck",2310,200,4/23/2015,230
1313,Axis,Atlanta,Georgia,Dekalb,30307,454900,Lin,Inman,Grady,Axis Townhomes,,2,2,0,0,0,1,1,1,0,"2 Car Garage, Auto Garage Door",Slab/None,0,,2014,"1-2 Step Entry, Cov/Enclosed Porch, Deck",2310,200,4/24/2015,252
340,Clifton,Atlanta,Georgia,Dekalb,30307,453000,Lin,Inman,Grady,Candler Park,1 Story,0,0,0,3,2,0,0,0,0,"1 Car Garage, Driveway, Storage Room",Crawl Space,2,None,1928,"Fenced Yard, Front Porch, Out-Buildings",1630,0,4/22/2016,6
355,Josephine,Atlanta,Georgia,Dekalb,30307,452000,Lin,Inman,Grady,CANDLER PARK,2 Stories,3,2,0,0,1,0,0,0,1,"Driveway, Parking Pad",Crawl Space,1,None,1920,"Deck, Fenced Yard, Front Porch, Garden Area, Guest House, Out-Buildings, Patio, Prof Landscaping",2008,,5/25/2012,4
2061,Mclendon,Atlanta,Georgia,Dekalb,30307,451500,Lin,Inman,Grady,Kirkwood Heights,1 Story,0,0,0,3,1,1,0,0,0,"1 Car Garage, Detached, Driveway, Kitchen Level","Crawl Space, Partial",1,In Ground,1929,"Fenced Yard, Front Porch, Gazebo, Out-Buildings, Patio",1375,0,9/28/2015,8
348,Mell,Atlanta,Georgia,Dekalb,30307,450000,Lin,Inman,Grady,Candler Park,2 Stories,3,2,0,0,0,1,0,0,0,"Side/Rear Entry, Street",Crawl Space,5,None,1900,"Deck, Fenced Yard, Front Porch, Garden Area, Prof Landscaping",2134,0,5/24/2012,40
330,Brooks,Atlanta,Georgia,Dekalb,30307,450000,Lin,Inman,Grady,Candler Park,1 Story,0,0,0,3,2,0,0,0,0,"1 Car Carport, Driveway","Crawl Space, Exterior Entry, Partial",3,In Ground,1925,"Fenced Yard, Front Porch, Garden Area, Patio, Prof Landscaping",1641,,6/12/2012,3
1848,New York,Atlanta,Georgia,Dekalb,30307,450000,Lin,Inman,Grady,Lake Claire,2 Stories,1,1,0,1,1,0,1,1,0,"2 Car Garage, Auto Garage Door, Drive Under Main Level, Side/Rear Entry","Bath, Daylight, Exterior Entry, Finished, Full, Interior Entry",1,None,2001,"Front Porch, Other",3464,0,7/16/2013,26
290,Elmira,Atlanta,Georgia,Dekalb,30307,450000,Lin,Inman,Grady,Candler Park,1 Story,0,0,0,3,1,1,0,0,0,"Driveway, Kitchen Level",Crawl Space,3,None,1910,"Fenced Yard, Front Porch, Garden Area",2019,0,4/11/2014,4
429,Euclid,Atlanta,Georgia,Dekalb,30307,450000,Lin,Inman,Grady,Candler Park,1 Story,0,0,0,2,2,0,1,1,0,"None, Street","Exterior Entry, Finished, Partial",2,None,1910,"Front Porch, Garden Area",3752,0,7/11/2014,39
404,Oakdale,Atlanta,Georgia,Dekalb,30307,450000,Lin,Inman,Grady,Candler Park,1 Story,0,0,0,3,2,0,0,0,0,"Driveway, Parking Pad",Crawl Space,3,None,1915,"1-2 Step Entry, Deck, Front Porch",1632,0,9/29/2014,51
254,Josephine,Atlanta,Georgia,Dekalb,30307,450000,Lin,Inman,Grady,CANDLER PARK,1 & 1/2 Stories,1,1,0,2,2,1,0,0,0,"Driveway, Side/Rear Entry, Street",Crawl Space,0,None,1940,"Carriage House, Deck, Fenced Yard",2150,0,3/10/2015,117
440,Leonardo,Atlanta,Georgia,Dekalb,30307,450000,Lin,Inman,Grady,Lake Clair,1 & 1/2 Stories,0,0,0,2,2,0,1,1,0,"1 Car Garage, Driveway, Street","Exterior Entry, Full, Driveway Access",1,None,1940,"Deck, Garden Area, Patio",1633,20,7/31/2015,10
608,Hardendorf,Atlanta,Georgia,Dekalb,30307,450000,Lin,Inman,Grady,Lake Claire,1 Story,0,0,0,3,2,0,0,0,0,2 Car Garage,"Interior Entry, Partial, Unfinished",1,None,1925,"Front Porch, Garden Area, Gas Grill, Gazebo, Patio",1590,0,10/13/2015,50
328,Nelms,Atlanta,Georgia,Dekalb,30307,450000,Lin,Inman,Grady,Lake Claire,2 Stories,1,0,0,2,2,0,0,0,0,Driveway,"Daylight, Exterior Entry, Driveway Access",1,None,1948,"Deck, Fenced Yard, Front Porch, Patio, 1-2 Step Entry",1578,0,4/22/2016,2
562,Harold,Atlanta,Georgia,Dekalb,30307,447800,Lin,Inman,Grady,Lake Claire,2 Stories,1,1,0,2,1,0,0,0,0,"1 Car Garage, Attached, Auto Garage Door, Drive Under Main Level","Driveway Access, Exterior Entry, Interior Entry, Partial, Unfinished",1,None,1935,"Deck, Fenced Yard, Hot Tub/Spa, Other, Outdoor Fireplace",0,0,11/24/2014,12
430,Euclid,Atlanta,Georgia,Dekalb,30307,447300,Lin,Inman,Grady,Candler Park,1 Story,0,0,0,3,2,0,0,0,0,"Parking Pad, Street",Partial,4,None,1920,"Front Porch, Garden Area",1725,0,4/7/2014,2
1300,Dekalb,Atlanta,Georgia,Dekalb,30307,447250,Lin,Inman,Grady,Axis,,2,2,0,0,0,1,1,1,0,Auto Garage Door,Slab/None,0,,2015,"Cov/Enclosed Porch, Deck, Prof Landscaping, 1-2 Step Entry",2310,200,4/29/2016,165
1507,Mclendon,Atlanta,Georgia,Dekalb,30307,445000,Lin,Inman,Grady,Candler Park,1 & 1/2 Stories,2,1,0,1,1,0,0,0,0,"Driveway, Parking Pad, Side/Rear Entry, Street","Crawl Space, Exterior Entry",0,In Ground,1920,"Fenced Yard, Front Porch, Garden Area, Guest House, Out-Buildings, Patio",0,,5/15/2012,5
421,Candler,Atlanta,Georgia,Dekalb,30307,445000,Lin,Inman,Grady,Candler Park,1 Story,0,0,0,3,2,0,0,0,0,Driveway,Crawl Space,3,None,1920,"Deck, Fenced Yard, Front Porch, Garden Area",0,0,10/21/2014,76
1672,Dekalb,Atlanta,Georgia,Dekalb,30307,444900,Lin,Inman,Grady,Views at Clifton,,1,1,0,1,1,1,1,1,0,2 Car Garage,,0,,2015,"Deck, Irrigation System, Prof Landscaping, Other",2025,165,6/30/2016,0
419,Claire,Atlanta,Georgia,Dekalb,30307,443500,Lin,Inman,Grady,Lake Claire,1 & 1/2 Stories,0,0,0,3,2,0,0,0,0,"Driveway, Parking Pad","Daylight, Exterior Entry, Interior Entry, Partial",1,None,1938,"Fenced Yard, Front Porch, Garden Area, Patio",1712,0,1/13/2012,170
456,Hardendorf,Other East,Georgia,Dekalb,30307,443000,Lin,Inman,Grady,Lake Claire,1 Story,0,0,0,3,1,1,0,0,0,Driveway,"Interior Entry, Unfinished",1,None,1930,"Fenced Yard, Front Porch, Prof Landscaping, Other, Out-Buildings",1650,0,8/28/2015,10
310,Elmira,Atlanta,Georgia,Dekalb,30307,442300,Lin,Inman,Grady,Candler Park,1 Story,0,0,0,4,2,0,0,0,0,"Driveway, Side/Rear Entry",Crawl Space,4,None,1920,"Fenced Yard, Front Porch, Garden Area, Out-Buildings",1882,0,10/31/2012,150
2074,Mclendon,Atlanta,Georgia,Dekalb,30307,442000,Lin,Inman,Grady,Lake Claire,1 Story,0,0,0,3,2,0,0,0,0,Driveway,"Exterior Entry, Interior Entry, Partial, Unfinished",1,None,1920,"Fenced Yard, Front Porch, Patio",0,0,2/24/2016,4
2050,Palifox,Atlanta,Georgia,Dekalb,30307,440500,Lin,Inman,Grady,"Lake Claire,Candler Park",1 Story,0,0,0,3,2,0,0,0,0,"1-2 Step Entry, 2 Car Garage, Detached, Side/Rear Entry","Crawl Space, Interior Entry",1,None,1947,"Deck, Fenced Yard, Out-Buildings",1555,0,8/22/2014,45
446,Leonardo,Atlanta,Georgia,Dekalb,30307,440000,Lin,Inman,Grady,None,1 & 1/2 Stories,1,1,0,2,1,0,0,0,0,"Driveway, Parking Pad","Daylight, Exterior Entry, Interior Entry",1,None,1940,"Deck, Fenced Yard, Out-Buildings, Patio, Prof Landscaping",1476,0,5/29/2014,29
317,Ferguson,Atlanta,Georgia,Dekalb,30307,440000,Lin,Inman,Grady,Candler Park,1 Story,0,0,0,2,2,0,0,0,0,"Attached, Driveway",Crawl Space,4,None,1900,"Fenced Yard, Front Porch, Garden Area, Patio",1743,0,2/27/2015,91
505,Hardendorf,Atlanta,Georgia,Dekalb,30307,440000,Lin,Inman,Grady,Lake Claire,2 Or + Stories,4,1,0,0,0,1,0,0,0,"Driveway, Street","Exterior Entry, Interior Entry, Partial, Unfinished",1,None,1938,"1-2 Step Entry, Deck, Fenced Yard, Garden Area, Prof Landscaping",1728,0,2/27/2015,18
276,Josephine,Atlanta,Georgia,Dekalb,30307,440000,Lin,Inman,Grady,Candler Park,1 Story,0,0,0,2,2,0,0,0,0,Driveway,Daylight,2,None,1920,"Fenced Yard, Front Porch",1482,0,3/14/2016,8
413,Clifton,Atlanta,Georgia,Dekalb,30307,439900,Lin,Inman,Grady,Candler Park,2 Stories,1,1,0,2,2,0,0,0,0,"Driveway, Kitchen Level","Crawl Space, Driveway Access",4,None,1920,"Fenced Yard, Front Porch, Out-Buildings, Patio",1867,0,8/1/2014,6
341,Clifton,Atlanta,Georgia,Dekalb,30307,439900,Lin,Inman,Grady,Candler Park,1 & 1/2 Stories,1,1,0,2,1,0,0,0,0,"Driveway, Storage Room","Finished, Interior Entry",1,None,1939,"1-2 Step Entry, Deck, Fenced Yard, Out-Buildings, Prof Landscaping",1673,0,12/31/2015,5
309,Ferguson,Atlanta,Georgia,Dekalb,30307,438500,Lin,Inman,Grady,Candler Park,1 & 1/2 Stories,1,1,0,2,1,0,0,0,0,Street,Crawl Space,3,None,1900,"1-2 Step Entry, Deck, Fenced Yard, Front Porch, Prof Landscaping",1441,0,5/25/2016,4
531,Page,Atlanta,Georgia,Dekalb,30307,438000,Lin,Inman,Grady,Candler Park,1 Story,0,0,0,3,1,0,0,0,0,"1 Car Garage, Detached, Driveway","Interior Entry, Partial, Unfinished",1,None,1920,1-2 Step Entry,1396,0,6/5/2015,9
1296,EUCLID,Atlanta,Georgia,Dekalb,30307,437000,Lin,Inman,Grady,CANDLER PARK,1 Story,0,0,0,3,2,0,0,0,0,"Driveway, Parking Pad",Crawl Space,4,None,1911,"Front Porch, Garden Area",1532,0,2/14/2014,9
1719,Adolphus,Atlanta,Georgia,Dekalb,30307,436000,Lin,Inman,Grady,Lake Claire,1 Story,0,0,0,2,2,0,0,0,0,"2 Car Carport, Attached, Drive Under Main Level, Driveway","Crawl Space, Exterior Entry",1,None,1920,"Deck, Fenced Yard, Front Porch, Out-Buildings, Prof Landscaping",1444,0,12/6/2013,21
591,Hardendorf,Atlanta,Georgia,Dekalb,30307,435000,Lin,Inman,Grady,Lake Claire Candler Park,2 Or + Stories,2,1,0,1,1,1,1,1,0,"Attached, Street",Finished,1,None,1986,Other,2190,0,6/17/2014,186
1369,Iverson,Atlanta,Georgia,Dekalb,30307,431000,Lin,Inman,Grady,Candler Park,1 & 1/2 Stories,1,0,0,2,2,0,0,0,0,Street,Crawl Space,1,None,1900,"Deck, Front Porch",1802,0,6/19/2015,14
311,Josephine,Atlanta,Georgia,Dekalb,30307,430000,Lin,Inman,Grady,Candler Park,1 Story,0,0,0,3,3,0,0,0,0,"None, Street","Crawl Space, Exterior Entry",2,None,1910,"Deck, Fenced Yard, Front Porch, Garden Area",1953,0,2/28/2013,7
630,Oakdale,Atlanta,Georgia,Dekalb,30307,430000,Lin,Inman,Grady,Candler Park,1 Story,0,0,0,2,2,0,0,0,0,2 Car Carport,Partial,2,None,1950,"Fenced Yard, Garden Area, Hot Tub/Spa",0,,5/6/2013,3
1338,Dekalb,Atlanta,Georgia,Dekalb,30307,430000,Lin,Inman,Grady,Candler Park,2 Stories,0,0,0,3,2,1,0,0,0,"Parking Pad, Side/Rear Entry","Daylight, Exterior Entry, Interior Entry, Partial",0,None,1915,"Fenced Yard, Front Porch",2369,0,7/15/2013,24
313,Ferguson,Atlanta,Georgia,Dekalb,30307,430000,Lin,Inman,Grady,Candler Park,1 Story,0,0,0,3,2,0,0,0,0,"2 Car Carport, Driveway",Crawl Space,4,None,1900,"Fenced Yard, Front Porch, Garden Area, Patio",1374,0,6/6/2014,86
612,HARDENDORF,Atlanta,Georgia,Dekalb,30307,430000,Lin,Inman,Grady,LAKE CLAIRE,1 Story,0,0,0,2,2,0,0,0,0,Driveway,"Crawl Space, Unfinished",1,None,1930,Patio,1278,0,4/13/2015,11
2048,Mclendon,Atlanta,Georgia,Dekalb,30307,430000,Lin,Inman,Grady,Lake Claire,1 & 1/2 Stories,1,1,0,2,1,0,0,0,0,Driveway,Crawl Space,1,None,1940,Fenced Yard,1650,0,10/20/2015,49
293,Candler,Atlanta,Georgia,Dekalb,30307,430000,Lin,Inman,Grady,Candler Park,1 & 1/2 Stories,1,1,0,3,2,0,0,0,0,"Side/Rear Entry, Street",Crawl Space,4,None,1921,Front Porch,2694,0,9/25/2015,33
454,Sterling,Atlanta,Georgia,Dekalb,30307,428000,Lin,Inman,Grady,Candler Park,1 Story,0,0,0,2,2,0,0,0,0,"None, Street",Crawl Space,3,None,1920,"Deck, Front Porch, Prof Landscaping",1202,0,7/19/2013,32
